,cost
20504694441440520,2927.08853316307
3943703261081846,480.3986654281616
241360199524743726,179.15583980083466
22176294145196426,2.705634593963623
22448212849937845,1105.6102261543274
22333045382683851,901.1934806108475
16953893331647455,6376.749173879623
73829539555000502,6.234461069107056
16363663977472389,840.9158116579056
35027679343173428,1.5115509033203125
31089374905428338,4.34389328956604
65770475282502030,13413.325853824615
39627437468135590,2.816505193710327
362066015493133198,130.61214232444763
9391625470074939,134.22413682937622
20290420651047610,8122.52244579792
13722874528916286,4153.662811279297
4794119612852028,2390.3592970371246
179881443890252883,272.5849332809448
6001494267033190,121.61015689373016
146030151877132968,26333.14456880093
82156932995205374,3.855173587799072
237362276411537412,2.669294595718384
27654062335632821,101.83540880680084
132774777755898930,7757.493094444275
22555136763483899,242.31102895736694
6421469694058491,4.4158337116241455
113811947998624588,3184.2402601242065
238997504279164976,3.263843297958374
31402684853620507,3631.184351444245
438345620387815117,172.30077648162842
487929845962077308,286.2834132909775
2637034712327252,7735.99976348877
31170285456273867,1673.1516114473343
23429359728544459,3.157179832458496
365431048244228,1506.430524110794
1760508760076587,6441.1926518678665
40350380768702549,117.00895774364471
62209492742946396,3.1675736904144287
43617742992264083,2.7783899307250977
93209843956533499,7931.518193244934
456014470538412290,613.0084948539734
69062934443240179,2779.0995742082596
77931604254360417,4.850426435470581
5281551388204080,1.6714093685150146
9404612796214773,4.045622110366821
23085688683393488,8710.286002516747
24402950379490290,350.0777714252472
430884454159928200,357.9472063779831
20728492055843957,7.215887069702148
18690242054747533,1.4978585243225098
14076560528499350,2128.0409141778946
112994152672424652,4271.247341156006
77403848890676082,628.1504819393158
145796811026961349,10452.216386795044
39264268986276616,2375.0206060409546
61199270426593262,23773.86018741131
19165201147953929,4.232848882675171
41396759597661163,2175.684051156044
483458603148955430,3.235213279724121
3820479209045707,7.900049448013306
4940941619395658,12925.093887209892
44607322513008189,10.048584461212158
10288561780911140,3.5184812545776367
80412933494619871,3.936429500579834
3772394742783512,1835.834920167923
48244021789727295,1842.5909584760666
121534627056996567,2614.831225156784
59960667713035280,13.78844428062439
7713287752325677,6378.740192294121
66791330003682288,2.9069557189941406
3484182528727311,1347.0508525371552
108157757049862975,3634.565277576447
17163575348551204,8181.716448664665
102487424547385841,2048.9741291999817
57806753145923701,2247.7111999988565
103462854312936010,4731.948439836502
57886338119268141,5.258289337158203
167700777555707920,4.449684381484985
108231270609508269,13.610538482666016
4040253094494024,5018.961289644241
27983443680561264,1681.3722014427185
34863348665998952,3.4716687202453613
2850218977728031,2467.593300104141
7872455865783015,8.024454593658447
7417855021015490,400.00484347343445
4330013565667400,3.7364037036895743
26766093433477360,1207.5096399784088
370828638010780347,13261.966305971146
33513814437272104,2584.8948826789856
11437947111136156,22.940293788909912
19080150657054669,3.431349039077759
10788417221903471,4.431991100311279
200069869664104791,12.823174238204956
20555342280616617,6.090919494628906
199695989703079301,3229.8319277763367
20933179454489135,3065.0122497081757
165861148591595745,3452.1514788866043
19047973785921465,12.270513534545898
28602035936738808,501.97794461250305
1651834602958939,818.6703433990479
235492758405208952,403.4356743097305
129584953263735982,5.6941399574279785
146349237663680169,711.0514261722565
2231942178431444,12.05335021018982
122280282544507516,4.804426431655884
20044547269455623,3.887014150619507
27012059511680513,10.2986319065094
26374480034585713,541.964484333992
25271585742968735,4.757778882980347
24550737050881453,7.797385931015015
27166909514986336,12743.20728635788
41737767589853551,1002.1995583772659
4876072376815434,4.700116395950317
89579735558903910,97.6117296218872
35017225155671652,13404.862338423729
17381618467976701,2879.0521709918976
3392576005635224,13.099613428115845
92397006571564694,2.02808165550232
17014596414923617,412.43539083004
47759877947161153,9845.245234251022
44563329084231980,2.596486568450928
82023296085300519,3.029478073120117
2325626643318297,276.021319270134
157363369622513778,942.2123378515244
19635656534809807,2.8372297286987305
96930977930262661,7.087024211883545
12877445362336515,3.418530464172364
10091952188143744,3578.9520165920258
7358060581383766,2.983139514923096
142467173860279747,4.126731157302856
192158873552103092,2590.5513982772827
20419198263469310,214.29898548126218
294122406935122445,2.8636138439178467
10208715206400496,139.97709715366364
29007304100265970,1075.1910479068756
45206122763630746,2.5656416416168213
179537471779707980,194.0586777925491
376933446844667961,4.419928073883057
98261094348242903,893.6720707416534
745837207799414,5.396588563919067
34072193615836489,303.01471734046936
45203012296272093,3257.657315969467
11837556118057288,1.5997114181518552
72722256432750941,3285.4742863178253
665961596084652,29792.73716902733
39656885203827643,3.181046724319458
115466965154529974,2.23088812828064
47116637070601682,2234.401962280273
48674611725411088,2.424800634384156
18455998592333931,5.537079334259033
65974704747476,203.82938706874847
14234605544829489,4.321664810180664
301429567467222182,7433.527389287949
53037567251271882,2580.5674074888234
84462768524352215,6.083239555358887
56350124594922575,358.79415798187256
87657141818597390,3.2775866985321045
502618439303477112,445.42663455009466
79690108494641654,1823.576700925827
3791072729460488,328.7755055427551
428538507615618356,1463.3818336725235
3882588390069601,392.4765133857727
32307365751316984,431.18550205230713
54927315200199782,1483.2442715168
36366750773868302,1798.4485745429993
92482992656381848,10615.267839431765
7266229956407974,364.12145006656647
42472655860695539,4367.370465874672
30497829674406346,460.91938185691833
71030883657526602,2.8805556297302246
8985867730078414,3902.8867858648305
9000055288893067,499.1626935005188
47113546487082393,1157.44056224823
68314632099170259,1859.7337651252747
9807960688271499,162.16792118549347
7459198860207711,1.1892123222351074
26869941578572375,6.189954996109009
28016350318507554,1.4449903964996338
