,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
345222972187152031,0.03947368421052632,0.03947368421052632,0.052631578947368425,0.03947368421052632,0.03947368421052632,0.03947368421052632,0.03947368421052632,0.07236842105263157,0.08552631578947369,0.052631578947368425,0.08552631578947369,0.07236842105263157,0.06578947368421052,0.02631578947368421,0.03947368421052632,0.03947368421052632,0.06578947368421052,0.03947368421052632,0.03947368421052632,0.06578947368421052,0.06578947368421052,0.052631578947368425,0.07236842105263157,0.07236842105263157,0.06578947368421052,0.07236842105263157,0.052631578947368425,0.06578947368421052,0.02631578947368421,0.06578947368421052,0.07236842105263157,0.03947368421052632,0.07236842105263157,0.08552631578947369,0.06578947368421052,0.03947368421052632,0.03947368421052632,0.03947368421052632,0.03947368421052632,0.03947368421052632,0.02631578947368421,0.05921052631578948,0.052631578947368425,0.06578947368421052,0.06578947368421052,0.03947368421052632,0.03947368421052632,0.052631578947368425,0.02631578947368421,0.02631578947368421
50615341238722148,0.046052633586682774,0.06578947468807823,0.03947368471246017,0.06578947468807823,0.052631578947368425,0.059210527319657175,0.06578947468807823,0.07894737042878804,0.11184210727089329,0.03947368421052632,0.07894736942492034,0.07894736842105263,0.0986842125340512,0.03947368471246017,0.05921052631578948,0.059210526817723326,0.07894736842105263,0.05263157995123612,0.07894736892298648,0.059210527319657175,0.07236842205649928,0.08552631578947369,0.05921052631578948,0.046052632080881215,0.03289473734403912,0.03947368421052632,0.0986842115301835,0.0986842105263158,0.046052632080881215,0.04605263157894737,0.08552631679334138,0.11184210727089329,0.0986842125340512,0.10526315889860455,0.1118421062670256,0.11842105463931435,0.07894736942492034,0.09868421102824965,0.07894736942492034,0.13157894837228876,0.13157894837228876,0.15789473684210525,0.1644736842105263,0.164473685214394,0.17763157995123613,0.17763157894736842,0.15789473784597297,0.1842105263157895,0.17105263157894737,0.17105263157894737
55283887432744401,0.05921052631578948,0.05921052631578948,0.05921052631578948,0.05921052631578948,0.06578947368421052,0.06578947368421052,0.07236842105263157,0.0986842105263158,0.08552631578947369,0.07894736842105263,0.09210526315789475,0.1118421052631579,0.1118421052631579,0.1118421052631579,0.10526315789473684,0.14473684210526316,0.11842105263157895,0.14473684210526316,0.14473684210526316,0.14473684210526316,0.15131578947368418,0.14473684210526316,0.15789473684210525,0.17105263157894737,0.1644736842105263,0.15131578947368418,0.1644736842105263,0.17763157894736842,0.17105263157894737,0.1907894736842105,0.17763157894736842,0.17763157894736842,0.1644736842105263,0.1644736842105263,0.1644736842105263,0.1907894736842105,0.20394736842105263,0.1907894736842105,0.1907894736842105,0.1842105263157895,0.1973684210526316,0.2105263157894737,0.2171052631578948,0.1973684210526316,0.2105263157894737,0.2171052631578948,0.20394736842105263,0.2171052631578948,0.2236842105263158,0.1973684210526316
294298717339641819,0.052631578947368425,0.05921052631578948,0.04605263157894737,0.07236842105263157,0.0986842105263158,0.08552631578947369,0.0986842105263158,0.07894736842105263,0.02631578947368421,0.07236842105263157,0.06578947368421052,0.07894736842105263,0.07236842105263157,0.04605263157894737,0.052631578947368425,0.06578947368421052,0.07894736842105263,0.07894736842105263,0.03289473684210526,0.05921052631578948,0.07236842105263157,0.05921052631578948,0.07236842105263157,0.05921052631578948,0.07894736842105263,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157,0.07236842105263157
144736143392187834,0.02631578947368421,0.07894736842105263,0.09210526315789475,0.11842105263157895,0.1118421052631579,0.0986842105263158,0.11842105263157895,0.125,0.14473684210526316,0.17105263157894737,0.17763157894736842,0.125,0.14473684210526316,0.15131578947368418,0.125,0.15789473684210525,0.15131578947368418,0.15789473684210525,0.15789473684210525,0.13815789473684212,0.15131578947368418,0.13157894736842105,0.125,0.13157894736842105,0.15131578947368418,0.15131578947368418,0.14473684210526316,0.17105263157894737,0.15789473684210525,0.14473684210526316,0.15789473684210525,0.15789473684210525,0.17763157894736842,0.17105263157894737,0.1644736842105263,0.1907894736842105,0.1644736842105263,0.1644736842105263,0.1644736842105263,0.17763157894736842,0.1644736842105263,0.15131578947368418,0.17763157894736842,0.15789473684210525,0.17763157894736842,0.1644736842105263,0.17105263157894737,0.14473684210526316,0.17105263157894737,0.17763157894736842
46892431787287090,0.052631578947368425,0.08552631578947369,0.052631578947368425,0.03947368421052632,0.02631578947368421,0.03947368421052632,0.03947368421052632,0.052631578947368425,0.06578947368421052,0.03947368421052632,0.08552631578947369,0.04605263157894737,0.06578947368421052,0.02631578947368421,0.03947368421052632,0.06578947368421052,0.03947368421052632,0.03947368421052632,0.052631578947368425,0.05921052631578948,0.06578947368421052,0.08552631578947369,0.052631578947368425,0.03947368421052632,0.07236842105263157,0.07236842105263157,0.05921052631578948,0.052631578947368425,0.02631578947368421,0.03947368421052632,0.07236842105263157,0.03947368421052632,0.07236842105263157,0.08552631578947369,0.06578947368421052,0.06578947368421052,0.03947368421052632,0.03947368421052632,0.052631578947368425,0.03947368421052632,0.03947368421052632,0.05921052631578948,0.02631578947368421,0.06578947368421052,0.06578947368421052,0.03947368421052632,0.07236842105263157,0.052631578947368425,0.052631578947368425,0.02631578947368421
80624705652681678,0.052631578947368425,0.02631578947368421,0.03947368421052632,0.06578947368421052,0.06578947368421052,0.03947368421052632,0.03289473684210526,0.04605263157894737,0.07236842105263157,0.06578947368421052,0.03947368421052632,0.052631578947368425,0.05921052631578948,0.04605263157894737,0.052631578947368425,0.04605263157894737,0.052631578947368425,0.052631578947368425,0.02631578947368421,0.05921052631578948,0.02631578947368421,0.03289473684210526,0.03289473684210526,0.03947368421052632,0.03947368421052632,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.03289473684210526
11867752120470166,0.03289473734403912,0.046052632080881215,0.02631578997561806,0.052631579449302274,0.052631579449302274,0.046052632080881215,0.046052632080881215,0.059210526817723326,0.03289473784597297,0.04605263157894737,0.05263157995123612,0.03947368471246017,0.046052632080881215,0.03947368471246017,0.03289473684210526,0.01973684260719701,0.01973684210526316,0.03289473684210526,0.046052632080881215,0.03947368421052632,0.03289473684210526,0.02631578997561806,0.01973684310913086,0.02631578947368421,0.046052632080881215,0.03289473684210526,0.03289473784597297,0.04605263258281507,0.02631578997561806,0.06578947468807823,0.06578947468807823,0.052631579449302274,0.06578947468807823,0.059210526817723326,0.05263157995123612,0.03947368471246017,0.052631579449302274,0.046052632080881215,0.05263157995123612,0.03947368471246017,0.03289473734403912,0.03947368521439402,0.05263157995123612,0.05263157995123612,0.046052632080881215,0.046052632080881215,0.059210527319657175,0.05263157995123612,0.05263157995123612,0.05263157995123612
22789741927325168,0.03947368421052632,0.04605263157894737,0.06578947368421052,0.03947368421052632,0.05921052631578948,0.03947368421052632,0.07236842105263157,0.06578947368421052,0.06578947368421052,0.03947368421052632,0.08552631578947369,0.03289473684210526,0.02631578947368421,0.02631578947368421,0.03947368421052632,0.06578947368421052,0.03947368421052632,0.03947368421052632,0.052631578947368425,0.03289473684210526,0.03947368421052632,0.08552631578947369,0.03947368421052632,0.01973684210526316,0.05921052631578948,0.07236842105263157,0.06578947368421052,0.06578947368421052,0.03289473684210526,0.03947368421052632,0.06578947368421052,0.06578947368421052,0.07236842105263157,0.03947368421052632,0.06578947368421052,0.03947368421052632,0.08552631578947369,0.06578947368421052,0.06578947368421052,0.07236842105263157,0.06578947368421052,0.05921052631578948,0.052631578947368425,0.09210526315789475,0.07236842105263157,0.08552631578947369,0.07236842105263157,0.07894736842105263,0.05921052631578948,0.06578947368421052
16662339208596574,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
